show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,IMDB_Rating,year_added
s1047,Movie,The Rhythm Section,,,"United Kingdom, Spain, Ireland, United States",2021-01-11,2020,R,110 min,"Action, Thriller",A woman seeks revenge against those who orchestrated a plane crash that killed her family.,5.4,2021
s1048,Movie,Mushoku Tensei: Jobless Reincarnation,,,Japan,2021-01-10,2021,1 Season,,Anime,"When a 34-year-old underachiever gets run over by a bus, his story doesnât end there. Reincarnated as an infant, Rudy will use newfound courage, friends, and magical abilities to embark on an epic adventure!",8.3,2021
s1049,Movie,HoriMiya,,,Japan,2021-01-09,2021,1 Season,,Anime,"A secret life is the thing they have in common. Hori is a prim social butterfly, but at home sheâs a bit brash. Meanwhile, under a gloomy facade, Miyamura hides a gentle heart, piercings, and tattoos. In a chance meeting, they reveal their hidden sides.",8.1,2021
s1050,TV Show,WWE 205 Live,,,United States,2021-01-09,2016,TV-PG,6 Seasons,Sports,"The greatest performers from WWE's Cruiserweight division showcase their unparalleled abilities on WWE Network! Witness Buddy Murphy, Cedric Alexander, The Brian Kendrick, Kalisto, Gran Metalik, and many more world-class talents perform breathtaking feats of athleticism on 205 Live!",6.3,2021
s1052,TV Show,Celebrity Wheel of Fortune,,,United States,2021-01-08,2021,TV-PG,1 Season,Game Shows,"""Celebrity Wheel of Fortune"" takes a new spin on the iconic game show ""Wheel of Fortune."" Hosted by pop culture legends Pat Sajak and Vanna White, ""Celebrity Wheel of Fortune"" welcomes celebrity contestants to spin the world's most famous wheel and solve word puzzles for a chance to win up to $1 million. All of the money won by the celebrity contestants goes to a charity of their choice.",7.2,2021
s1053,Movie,Celebs Go Dating,,,United Kingdom,2021-01-08,2016,3 Seasons,,Reality,"The Celebrity Dating Agency opens its doors to single celebrities looking for love but these sexy boys and girls arenât dating other celebs, theyâre dating you the Great British public.",6.0,2021
s1054,TV Show,Mr. Mayor,,,United States,2021-01-08,2021,TV-PG,1 Season,"Comedy, Sitcom","When retired Los Angeles businessman Neil Bremer decides to run for mayor of his beloved city, he surprises everyone and wins the seat. With great ideas and commitment to the community, he optimistically sets out to get to work shaking up City Hall. However, he quickly discovers navigating politics is not business as usual. There are opinions to be heard, ribbons to be cut and foods to be eaten â all in support of his fellow citizens. Luckily, he can rely on the know-how of his political-veteran deputy Arpi â whose savvy and ambition make her equal parts friend and foil â and the dedication of his offbeat staff to keep him on the right path, as well as some inspiration from his teenage daughter.",6.4,2021
s1055,TV Show,Tattoo Fixers Extreme UK,,,,2021-01-08,2018,,2 Seasons,Reality,"Fixing the sins of the skin, four talented tattoo artists transform extreme-inking disasters into walking works of art as clients with regrettable tattoos visit their pop-up parlor for a badly needed body art consultation. Do you have a rude tattoo? A holiday mistake? Or the dreaded name of an ex-partner? Then you've come to the right place...",6.8,2021
s1056,Movie,Gretel & Hansel,,,,2021-01-07,2020,PG-13,87 min,"Drama, Horror, Mystery","A long time ago in a distant fairytale countryside, a young girl leads her little brother into a dark wood in desperate search of food and work, only to stumble upon a nexus of terrifying evil.",5.5,2021
s1057,TV Show,Name That Tune,,,,2021-01-07,2021,TV-PG,1 Season,Game Shows,"Hosted by Jane Krakowski, the beloved musical game show tests contestants' music knowledge as they battle it out in an assortment of challenging musical games for cash and prizes. Two players race against the clock to test their knowledge of songs performed by a live band with Randy Jackson as band leader. Each contest features a rotating variety of games from the original format, before the iconic bid-a-note round. The player with the most money at the end of bid-a-note wins the game and takes his or her bank into the golden medley bonus round for a chance to win additional cash, and potentially, the $100,000 grand prize.",5.3,2021
s1058,TV Show,Vanderpump Rules,,,United States,2021-01-07,2013,TV-14,8 Seasons,Reality,"Lisa Vanderpump first gained fame as a cast member on ""The Real Housewives of Beverly Hills,"" but her full-time job is as co-owner and boss at West Hollywood, Calif., restaurant SUR, which stands for Sexy Unique Restaurant. Vanderpump balances her motherly instinct with her shrewd business sense to maintain control over the restaurant's wild group of employees who are working at the eatery while pursuing their dreams. Drama seems to be part of the job for the employees at SUR, who tend to date â and, in most cases, subsequently break up with â their fellow co-workers.",6.1,2021
s1059,TV Show,WWE Main Event,,,United States,2021-01-07,2012,TV-PG,8 Seasons,Sports,"Join us each week for WWE Main Event, as the Superstars of the Monday Night RAW roster battle it out.",6.1,2021
s1060,TV Show,WWE NXT,,,United States,2021-01-07,2010,TV-PG,8 Seasons,Sports,The future is here. WWEâs hottest up and coming Superstars compete to prove they have what it takes.,7.6,2021
s1061,Movie,Gordon Ramsay's American Road Trip,,,,2021-01-06,2021,TV-14,,"Cooking & Food, Lifestyle & Culture","Chef Gordon Ramsay hits the road with his friends and colleagues Gino D'Acampo and Fred Sirieix, traveling across the United States by RV on the road trip of a lifetime, enjoying the sights, adventures and hidden culinary gems.",8.2,2021
s1062,Movie,Mighty Oak,,,,2021-01-06,2020,PG-13,101 min,"Comedy, Drama, Music","Gina Jackson's life is shattered when her brother, Vaughn, is killed in a tragic accident. Ten years later, when a young guitar prodigy Oak Scoggins enters her orbit, she becomes convinced that this young man is the reincarnation of Vaughn, but is he?",5.1,2021
s1063,TV Show,The Promised Neverland,,,Japan,2021-01-06,2019,TV-MA,2 Seasons,"Action, Adventure, Anime","The one adored as the mother is not the real parent. The people living here together are not actual siblings. The Grace Field House is where orphaned children live. An irreplaceable home where 38 siblings and Mom live happy lives, even with no blood relations. However, their everyday life suddenly came to an abrupt end one day...",8.2,2021
s1064,TV Show,30 Coins,,,Spain,2021-01-05,2020,TV-MA,1 Season,"Drama, Horror, International",From Alex de la Iglesia comes this bone-chilling horror series starring Eduard Fernandez as a priest who is exiled to a small Spanish town.,7.1,2021
s1065,TV Show,The Wall,,,,2021-01-05,2017,TV-PG,1 Season,"Family, Game Shows, Reality","From Executive Producer and NBA superstar LeBron James comes âThe Wall,"" the fastest and simplest game with more than $12 million on the line every night - and up to $3 million on a single heart-stopping drop. At four stories high, the wall was built for one purpose - to change people's lives. With tremendous cash prizes waiting at the bottom, this game can change lives in an instant. Hosted by Chris Hardwick.",8.2,2021
s1066,TV Show,WWE Monday Night Raw,,,,2021-01-05,1993,TV-14,9 Seasons,Sports,"The superstars of the WWE square off in the ring and behind the scenes; with Michael Cole, Corey Graves and Renee Young.",7.7,2021
s1067,TV Show,Call Me Kat,,,"United Kingdom, United States",2021-01-04,2021,TV-PG,1 Season,"Comedy, Sitcom","In an effort to prove to her mother â and society â that it's possible to be single at 39 and still be happy, Kat spends her entire savings to open a cat cafÃ© in Louisville, Ky.",5.4,2021
s1068,TV Show,Attila the Hun,,,,2021-01-01,2001,,1 Season,"Action, Adventure, Drama","As the Roman Empire became weaker in the fifth century AD, a powerful military leader appeared on the eastern plains of Mongolia. Even his name is fearsome - Attila the Hun! Leading a vast army of horseback-riding warriors, Attila invaded the empire repeatedly, and it is his attack on the Romans and their allies in present-day France that is retold in the colorful television miniseries ""Attila."" Taking the scattered history of the era as a starting point, the miniseries delves into the prophecies, the politics and the brutality of the times. The program proved a springboard for actor Gerard Butler, whose work as the Mongol leader led to a starring role in the sword-and-sandal movie epic 300.",6.6,2021
s1069,TV Show,Centennial,,,,2021-01-01,1978,TV-PG,1 Season,"Action, Adventure, Drama","Centennial - a 12-episode television miniseries - is based on the best-selling historical novel by Pulitzer Prize-winning author James Michener. At the time, the Centennial production was the most ambitious miniseries project ever attempted: nearly 100 speaking parts, four directors and five cinematographers, and multiple shooting locations across the USA combined to produce the massive 22-hour tale. Epic in its scope, Centennial portrays the development of the American western frontier from the late 18th century through the late 20th century, as seen through the eyes of families who eventually establish a town on the windswept plains of eastern Colorado. An all-star cast of television favorites populates this engrossing story.",8.3,2021
s1070,TV Show,Criminal Minds,,,"United States, Canada",2021-01-01,2005,TV-14,3 Seasons,"Crime, Drama, Mystery","Criminal Minds revolves around an elite team of FBI profilers who analyze the country's most twisted criminal minds, anticipating their next moves before they strike again.",8.1,2021
s1071,Movie,Diary of a Wimpy Kid,,,"United States, United Kingdom",2021-01-01,2010,PG,93 min,"Comedy, Family, Kids",A sixth grader attempts to find his place in the gawky adolescent world of junior high in this family film.,6.2,2021
s1072,Movie,Donnie Brasco,,,,2021-01-01,1997,R,127 min,"Crime, Drama",Al Pacino and Johnny Depp head an all-star cast in this brilliant gangland thriller about an undercover FBI agent who befriends a hitman to gain entry to the mob.,7.7,2021
s1073,Movie,Down To Earth: The Astronaut Perspective,,,United States,2021-01-01,2021,,,"Documentaries, Science & Technology","NASA astronauts will take you on a journey to the International Space Station, and showcase the life-changing experience of an orbital perspective. View Earth as youâve never seen it before: through the eyes of an astronaut.",8.0,2021
s1074,TV Show,Fire Force,,,Japan,2021-01-01,2019,TV-MA,2 Seasons,"Adventure, Anime, Drama",A superhuman firefighter force deals with supernatural fire incidents.,7.6,2021
s1075,Movie,Footloose,,,United States,2021-01-01,1984,PG,107 min,"Classics, Drama, Music",An urban teenager who moves to a small town dominated by a fundamentalist preacher wages an ambitious war against adult repression.,6.6,2021
s1076,Movie,Hell or High Water,,,,2021-01-01,2016,R,102 min,"Action, Adventure, Crime","Jeff Bridges, Chris Pine, and Ben Foster star in this riveting story about two brothers who turn to crime to save their familyâs land â and the Texas Ranger out to stop them.",7.6,2021
s1077,Movie,How Do You Know,,,United States,2021-01-01,2010,PG-13,121 min,"Comedy, Drama, Romance","In this love triangle comedy, a white collar executive and professional baseball player are each vying for the affections of the same woman.",5.4,2021
s1078,TV Show,Rules of Engagement,,,United States,2021-01-01,2007,TV-14,2 Seasons,"Comedy, Sitcom","The different phases of male-female relationships are examined as seen through the eyes of young couple Adam and Jennifer. Their friends include longtime-married pair Jeff and Audrey, and a womanizing singleton named Russell.",7.4,2021
s1079,Movie,Save Yourselves!,,,United States,2021-01-01,2020,R,94 min,"Comedy, Science Fiction","A young Brooklyn couple heads to an upstate cabin to unplug from their phones and reconnect with each other. Blissfully unaware of their surroundings, they are left to their own devices as the planet falls under attack.",5.8,2021
s1080,Movie,Shrek,,,"United States, Japan",2021-01-01,2001,TV-PG,120 min,"Action, Adventure, Cartoons","Once upon a time, in a far away swamp, there lived an ornery ogre named Shrek whose precious solitude is suddenly shattered by an invasion of annoying fairy tale characters.",7.9,2021
